TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Inner London","Value",OBS_VALUE,2599300
1994_1998,"Total population in Urban Audit cities","Inner London","Value",OBS_VALUE,2615800
1999_2002,"Total population in Urban Audit cities","Inner London","Value",OBS_VALUE,2766065
2003_2006,"Total population in Urban Audit cities","Inner London","Value",OBS_VALUE,2931100

