TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Cayenne","Value",OBS_VALUE,66803
1999_2002,"Total population in Urban Audit cities","Cayenne","Value",OBS_VALUE,92059
2003_2006,"Total population in Urban Audit cities","Cayenne","Value",OBS_VALUE,112875

