TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Kavala","Value",OBS_VALUE,60187
1994_1998,"Total population in Urban Audit cities","Kavala","Value",OBS_VALUE,61856
1999_2002,"Total population in Urban Audit cities","Kavala","Value",OBS_VALUE,63572
2003_2006,"Total population in Urban Audit cities","Kavala","Value",OBS_VALUE,64971

