"DATASET: urb_icity Derived indicators for core city"

"LAST UPDATE: 09-04-2010"

"EXTRACTION DATE: 17-04-2010 09:32:36"

"SOURCE OF DATA: Eurostat"

TIME
1989_1993
1994_1998
1999_2002
2003_2006

INDIC_UR
"Total population in Urban Audit cities"
"Proportion of journeys to work by bicycle"
"Proportion of journeys to work by foot"
"Proportion of journeys to work by public transport (rail, metro, bus, tram)"
"Proportion of journeys to work by car or motor cycle"

CITIES
"Austria"
"Wien"
"Graz"
"Linz"
"Salzburg"
"Innsbruck"
"Belgium"
"Bruxelles / Brussel"
"Antwerpen"
"Gent"
"Charleroi"
"Liège"
"Brugge"
"Namur"
"Bulgaria"
"Sofia"
"Plovdiv"
"Varna"
"Burgas"
"Pleven"
"Ruse"
"Vidin"
"Stara Zagora"
"Schweiz/Suisse"
"Zürich"
"Genève"
"Basel"
"Bern"
"Lausanne"
"Winterthur"
"St. Gallen"
"Luzern"
"Lugano"
"Biel/Bienne"
"Cyprus"
"Lefkosia"
"Czech Republic"
"Praha"
"Brno"
"Ostrava"
"Plzen"
"Usti nad Labem"
"Olomouc"
"Liberec"
"Ceske Budejovice"
"Hradec Kralove"
"Pardubice"
"Zlin"
"Kladno"
"Karlovy Vary"
"Jihlava"
"Germany"
"Berlin"
"Hamburg"
"München"
"Köln"
"Frankfurt am Main"
"Essen"
"Stuttgart"
"Leipzig"
"Dresden"
"Dortmund"
"Düsseldorf"
"Bremen"
"Hannover"
"Nürnberg"
"Bochum"
"Bielefeld"
"Halle an der Saale"
"Magdeburg"
"Wiesbaden"
"Göttingen"
"Mülheim a.d.Ruhr"
"Moers"
"Darmstadt"
"Trier"
"Freiburg im Breisgau"
"Regensburg"
"Frankfurt (Oder)"
"Weimar"
"Schwerin"
"Erfurt"
"Augsburg"
"Bonn"
"Karlsruhe"
"Mönchengladbach"
"Mainz"
"Kiel"
"Saarbrucken"
"Potsdam"
"Koblenz"
"Rostock"
"Denmark"
"København"
"Kernel København"
"Aarhus"
"Odense"
"Aalborg"
"Estonia"
"Tallinn"
"Tartu"
"Spain"
"Madrid"
"Barcelona"
"Valencia"
"Sevilla"
"Zaragoza"
"Málaga"
"Murcia"
"Las Palmas"
"Valladolid"
"Palma di Mallorca"
"Santiago de Compostela"
"Vitoria/Gasteiz"
"Oviedo"
"Pamplona/Iruña"
"Santander"
"Toledo"
"Badajoz"
"Logroño"
"Bilbao"
"Córdoba"
"Alicante/Alacant"
"Vigo"
"Gijón"
"Hospitalet de Llobregat(L')"
"Sta. Cruz de Tenerife"
"Finland"
"Helsinki"
"Kernel Helsinki"
"Tampere"
"Turku"
"Oulu"
"France"
"Paris"
"Paris avec petite couronne"
"Lyon"
"Toulouse"
"Strasbourg"
"Bordeaux"
"Nantes"
"Lille"
"Montpellier"
"Saint-Etienne"
"Le Havre"
"Rennes"
"Amiens"
"Rouen"
"Nancy"
"Metz"
"Reims"
"Orléans"
"Dijon"
"Poitiers"
"Clermont-Ferrand"
"Caen"
"Limoges"
"Besançon"
"Grenoble"
"Ajaccio"
"Saint Denis"
"Pointe-a-Pitre"
"Fort-de-France"
"Cayenne"
"Toulon"
"Tours"
"Aix-en-Provence"
"Marseille"
"Nice"
"Lens - Liévin"
"Greece"
"Athina"
"Kernel Athina"
"Thessaloniki"
"Patra"
"Irakleio"
"Larisa"
"Volos"
"Ioannina"
