TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Kingston-upon-Hull","Value",OBS_VALUE,248400
1999_2002,"Proportion of journeys to work by bicycle","Kingston-upon-Hull","Value",OBS_VALUE,10.1
1999_2002,"Proportion of journeys to work by foot","Kingston-upon-Hull","Value",OBS_VALUE,8.9
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Kingston-upon-Hull","Value",OBS_VALUE,12.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Kingston-upon-Hull","Value",OBS_VALUE,67.8
2003_2006,"Total population in Urban Audit cities","Kingston-upon-Hull","Value",OBS_VALUE,248500

