TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Share of journeys to work by car in Urban Audit cities - %","Mainz","Value",OBS_VALUE,67.2
1994_1998,"Share of journeys to work by car in Urban Audit cities - %","Mainz","Value",OBS_VALUE,67.5
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Mainz","Value",OBS_VALUE,67.4
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","Mainz","Value",OBS_VALUE,65.2

