TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1994_1998,"Share of journeys to work by car in Urban Audit cities - %","Ume?","Value",OBS_VALUE,50.0
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Ume?","Value",OBS_VALUE,48.0
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","Ume?","Value",OBS_VALUE,52.0

