TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Heerlen","Value",OBS_VALUE,74.0
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","Heerlen","Value",OBS_VALUE,75.0

