TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Share of journeys to work by car in Urban Audit cities - %","Trier","Value",OBS_VALUE,77.0
1994_1998,"Share of journeys to work by car in Urban Audit cities - %","Trier","Value",OBS_VALUE,74.3
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Trier","Value",OBS_VALUE,76.6
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","Trier","Value",OBS_VALUE,77.4

