TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Share of journeys to work by car in Urban Audit cities - %","Potenza","Value",OBS_VALUE,68.4
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Potenza","Value",OBS_VALUE,80.6

