TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Share of journeys to work by car in Urban Audit cities - %","G?teborg","Value",OBS_VALUE,49.0
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","G?teborg","Value",OBS_VALUE,59.0
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","G?teborg","Value",OBS_VALUE,52.0

