TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Share of journeys to work by car in Urban Audit cities - %","Valladolid","Value",OBS_VALUE,51.2
2003_2006,"Share of journeys to work by car in Urban Audit cities - %","Valladolid","Value",OBS_VALUE,55.8

